player1,player2,odds_player1,odds_player2,tournament,round,target,tournament_enc,round_enc,model_prob,book_prob,value
Bouzas Maneiro J.,Sconfitto,2.2,1.67,Australian Open,1st Round,1,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Sconfitto,Bouzas Maneiro J.,1.67,2.2,Australian Open,1st Round,0,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Sabalenka A.,Sconfitto,1.03,15.0,Australian Open,1st Round,1,4,0,1.0,0.970873786407767,0.030000000000000027
Sconfitto,Sabalenka A.,15.0,1.03,Australian Open,1st Round,0,4,0,0.03766666666666667,0.06666666666666667,-0.43499999999999994
Bucsa C.,Sconfitto,1.36,3.2,Australian Open,1st Round,1,4,0,0.7991666666666667,0.7352941176470588,0.08686666666666687
Sconfitto,Bucsa C.,3.2,1.36,Australian Open,1st Round,0,4,0,0.5640238095238095,0.3125,0.8048761904761905
Blinkova A.,Sconfitto,1.5,2.63,Australian Open,1st Round,1,4,0,0.43763095238095223,0.6666666666666666,-0.3435535714285717
Sconfitto,Blinkova A.,2.63,1.5,Australian Open,1st Round,0,4,0,0.7092499999999997,0.3802281368821293,0.8653274999999991
Burrage J.,Sconfitto,1.67,2.2,Australian Open,1st Round,1,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Sconfitto,Burrage J.,2.2,1.67,Australian Open,1st Round,0,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Siegemund L.,Sconfitto,2.1,1.73,Australian Open,1st Round,1,4,0,0.5187222222222224,0.47619047619047616,0.08931666666666715
Sconfitto,Siegemund L.,1.73,2.1,Australian Open,1st Round,0,4,0,0.3588214285714285,0.5780346820809249,-0.3792389285714287
Samsonova L.,Sconfitto,1.2,4.5,Australian Open,1st Round,1,4,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Samsonova L.,4.5,1.2,Australian Open,1st Round,0,4,0,0.0,0.2222222222222222,-1.0
Danilovic O.,Sconfitto,1.44,2.75,Australian Open,1st Round,1,4,0,0.6307976190476191,0.6944444444444444,-0.0916514285714285
Sconfitto,Danilovic O.,2.75,1.44,Australian Open,1st Round,0,4,0,0.38913492063492067,0.36363636363636365,0.0701210317460319
Gibson T.,Sconfitto,2.63,1.5,Australian Open,1st Round,1,4,0,0.7092499999999997,0.3802281368821293,0.8653274999999991
Sconfitto,Gibson T.,1.5,2.63,Australian Open,1st Round,0,4,0,0.43763095238095223,0.6666666666666666,-0.3435535714285717
Sramkova R.,Sconfitto,2.1,1.73,Australian Open,1st Round,1,4,0,0.5187222222222224,0.47619047619047616,0.08931666666666715
Sconfitto,Sramkova R.,1.73,2.1,Australian Open,1st Round,0,4,0,0.3588214285714285,0.5780346820809249,-0.3792389285714287
Shnaider D.,Sconfitto,1.17,5.0,Australian Open,1st Round,1,4,0,0.99,0.8547008547008548,0.15829999999999989
Sconfitto,Shnaider D.,5.0,1.17,Australian Open,1st Round,0,4,0,0.024444444444444446,0.2,-0.8777777777777778
Uchijima M.,Sconfitto,3.2,1.36,Australian Open,1st Round,1,4,0,0.5640238095238095,0.3125,0.8048761904761905
Sconfitto,Uchijima M.,1.36,3.2,Australian Open,1st Round,0,4,0,0.7991666666666667,0.7352941176470588,0.08686666666666687
Tomljanovic A.,Sconfitto,3.0,1.4,Australian Open,1st Round,1,4,0,0.5260476190476191,0.3333333333333333,0.5781428571428573
Sconfitto,Tomljanovic A.,1.4,3.0,Australian Open,1st Round,0,4,0,0.6323333333333333,0.7142857142857143,-0.11473333333333346
Gauff C.,Sconfitto,1.05,11.0,Australian Open,1st Round,1,4,0,1.0,0.9523809523809523,0.050000000000000044
Sconfitto,Gauff C.,11.0,1.05,Australian Open,1st Round,0,4,0,0.34460714285714283,0.09090909090909091,2.7906785714285713
Frech M.,Sconfitto,2.3,1.62,Australian Open,1st Round,1,4,0,0.5297142857142858,0.4347826086956522,0.21834285714285717
Sconfitto,Frech M.,1.62,2.3,Australian Open,1st Round,0,4,0,0.25299999999999995,0.6172839506172839,-0.5901400000000001
Svitolina E.,Sconfitto,1.25,4.0,Australian Open,1st Round,1,4,0,0.92,0.8,0.15000000000000013
Sconfitto,Svitolina E.,4.0,1.25,Australian Open,1st Round,0,4,0,0.06,0.25,-0.76
Bronzetti L.,Sconfitto,3.75,1.29,Australian Open,1st Round,1,4,0,0.0,0.26666666666666666,-1.0
Sconfitto,Bronzetti L.,1.29,3.75,Australian Open,1st Round,0,4,0,1.0,0.7751937984496123,0.29000000000000004
Dolehide C.,Sconfitto,2.75,1.44,Australian Open,1st Round,1,4,0,0.38913492063492067,0.36363636363636365,0.0701210317460319
Sconfitto,Dolehide C.,1.44,2.75,Australian Open,1st Round,0,4,0,0.6307976190476191,0.6944444444444444,-0.0916514285714285
Swiatek I.,Sconfitto,1.06,10.0,Australian Open,1st Round,1,4,0,1.0,0.9433962264150942,0.06000000000000005
Sconfitto,Swiatek I.,10.0,1.06,Australian Open,1st Round,0,4,0,0.048833333333333326,0.1,-0.5116666666666667
Potapova A.,Sconfitto,1.29,3.75,Australian Open,1st Round,1,4,0,1.0,0.7751937984496123,0.29000000000000004
Sconfitto,Potapova A.,3.75,1.29,Australian Open,1st Round,0,4,0,0.0,0.26666666666666666,-1.0
Bencic B.,Sconfitto,1.57,2.38,Australian Open,1st Round,1,4,0,0.7508333333333335,0.6369426751592356,0.17880833333333368
Sconfitto,Bencic B.,2.38,1.57,Australian Open,1st Round,0,4,0,0.19499999999999995,0.42016806722689076,-0.5359000000000002
Pavlyuchenkova A.,Sconfitto,1.62,2.3,Australian Open,1st Round,1,4,0,0.25299999999999995,0.6172839506172839,-0.5901400000000001
Sconfitto,Pavlyuchenkova A.,2.3,1.62,Australian Open,1st Round,0,4,0,0.5297142857142858,0.4347826086956522,0.21834285714285717
Niemeier J.,Sconfitto,2.63,1.5,Australian Open,1st Round,1,4,0,0.7092499999999997,0.3802281368821293,0.8653274999999991
Sconfitto,Niemeier J.,1.5,2.63,Australian Open,1st Round,0,4,0,0.43763095238095223,0.6666666666666666,-0.3435535714285717
Pegula J.,Sconfitto,1.17,5.0,Australian Open,1st Round,1,4,0,0.99,0.8547008547008548,0.15829999999999989
Sconfitto,Pegula J.,5.0,1.17,Australian Open,1st Round,0,4,0,0.024444444444444446,0.2,-0.8777777777777778
Cristian J.,Sconfitto,1.53,2.5,Australian Open,1st Round,1,4,0,0.6713650793650793,0.6535947712418301,0.02718857142857134
Sconfitto,Cristian J.,2.5,1.53,Australian Open,1st Round,0,4,0,0.11133333333333334,0.4,-0.7216666666666667
Kostyuk M.,Sconfitto,1.25,4.0,Australian Open,1st Round,1,4,0,0.92,0.8,0.15000000000000013
Sconfitto,Kostyuk M.,4.0,1.25,Australian Open,1st Round,0,4,0,0.06,0.25,-0.76
Mertens E.,Sconfitto,1.44,2.75,Australian Open,1st Round,1,4,0,0.6307976190476191,0.6944444444444444,-0.0916514285714285
Sconfitto,Mertens E.,2.75,1.44,Australian Open,1st Round,0,4,0,0.38913492063492067,0.36363636363636365,0.0701210317460319
Aiava D.,Sconfitto,2.2,1.67,Australian Open,1st Round,1,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Sconfitto,Aiava D.,1.67,2.2,Australian Open,1st Round,0,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Muchova K.,Sconfitto,1.04,13.0,Australian Open,1st Round,1,4,0,1.0,0.9615384615384615,0.040000000000000036
Sconfitto,Muchova K.,13.0,1.04,Australian Open,1st Round,0,4,0,0.1325952380952381,0.07692307692307693,0.7237380952380952
Collins D.,Sconfitto,1.3,3.5,Australian Open,1st Round,1,4,0,0.86,0.7692307692307692,0.1180000000000001
Sconfitto,Collins D.,3.5,1.3,Australian Open,1st Round,0,4,0,0.09035714285714286,0.2857142857142857,-0.68375
Osaka N.,Sconfitto,1.2,4.5,Australian Open,1st Round,1,4,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Osaka N.,4.5,1.2,Australian Open,1st Round,0,4,0,0.0,0.2222222222222222,-1.0
Haddad Maia B.,Sconfitto,1.2,4.5,Australian Open,1st Round,1,4,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Haddad Maia B.,4.5,1.2,Australian Open,1st Round,0,4,0,0.0,0.2222222222222222,-1.0
Wang Xiy.,Sconfitto,1.1,7.0,Australian Open,1st Round,1,4,0,0.996,0.9090909090909091,0.09560000000000013
Sconfitto,Wang Xiy.,7.0,1.1,Australian Open,1st Round,0,4,0,0.0,0.14285714285714285,-1.0
Wang Y.,Sconfitto,1.91,1.91,Australian Open,1st Round,1,4,0,0.519,0.5235602094240838,-0.008709999999999996
Sconfitto,Wang Y.,1.91,1.91,Australian Open,1st Round,0,4,0,0.519,0.5235602094240838,-0.008709999999999996
Raducanu E.,Sconfitto,1.73,2.1,Australian Open,1st Round,1,4,0,0.3588214285714285,0.5780346820809249,-0.3792389285714287
Sconfitto,Raducanu E.,2.1,1.73,Australian Open,1st Round,0,4,0,0.5187222222222224,0.47619047619047616,0.08931666666666715
Andreeva E.,Sconfitto,1.2,4.5,Australian Open,1st Round,1,4,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Andreeva E.,4.5,1.2,Australian Open,1st Round,0,4,0,0.0,0.2222222222222222,-1.0
Anisimova A.,Sconfitto,1.2,4.5,Australian Open,1st Round,1,4,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Anisimova A.,4.5,1.2,Australian Open,1st Round,0,4,0,0.0,0.2222222222222222,-1.0
Kasatkina D.,Sconfitto,1.17,5.0,Australian Open,1st Round,1,4,0,0.99,0.8547008547008548,0.15829999999999989
Sconfitto,Kasatkina D.,5.0,1.17,Australian Open,1st Round,0,4,0,0.024444444444444446,0.2,-0.8777777777777778
Navarro E.,Sconfitto,1.67,2.2,Australian Open,1st Round,1,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Sconfitto,Navarro E.,2.2,1.67,Australian Open,1st Round,0,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Jovic I.,Sconfitto,2.2,1.67,Australian Open,1st Round,1,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Sconfitto,Jovic I.,1.67,2.2,Australian Open,1st Round,0,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Yastremska D.,Sconfitto,1.41,2.75,Australian Open,1st Round,1,4,0,0.5681547619047619,0.7092198581560284,-0.19890178571428574
Sconfitto,Yastremska D.,2.75,1.41,Australian Open,1st Round,0,4,0,0.12116666666666669,0.36363636363636365,-0.6667916666666667
Gracheva V.,Sconfitto,1.8,2.0,Australian Open,1st Round,1,4,0,0.46416666666666656,0.5555555555555556,-0.1645000000000002
Sconfitto,Gracheva V.,2.0,1.8,Australian Open,1st Round,0,4,0,0.4948333333333332,0.5,-0.010333333333333639
Rybakina E.,Sconfitto,1.05,11.0,Australian Open,1st Round,1,4,0,1.0,0.9523809523809523,0.050000000000000044
Sconfitto,Rybakina E.,11.0,1.05,Australian Open,1st Round,0,4,0,0.34460714285714283,0.09090909090909091,2.7906785714285713
Kovinic D.,Sconfitto,11.0,1.05,Australian Open,1st Round,1,4,0,0.34460714285714283,0.09090909090909091,2.7906785714285713
Sconfitto,Kovinic D.,1.05,11.0,Australian Open,1st Round,0,4,0,1.0,0.9523809523809523,0.050000000000000044
Ruse E.G.,Sconfitto,1.73,2.1,Australian Open,1st Round,1,4,0,0.3588214285714285,0.5780346820809249,-0.3792389285714287
Sconfitto,Ruse E.G.,2.1,1.73,Australian Open,1st Round,0,4,0,0.5187222222222224,0.47619047619047616,0.08931666666666715
Putintseva Y.,Sconfitto,1.44,2.75,Australian Open,1st Round,1,4,0,0.6307976190476191,0.6944444444444444,-0.0916514285714285
Sconfitto,Putintseva Y.,2.75,1.44,Australian Open,1st Round,0,4,0,0.38913492063492067,0.36363636363636365,0.0701210317460319
Zhang S.,Sconfitto,3.2,1.36,Australian Open,1st Round,1,4,0,0.5640238095238095,0.3125,0.8048761904761905
Sconfitto,Zhang S.,1.36,3.2,Australian Open,1st Round,0,4,0,0.7991666666666667,0.7352941176470588,0.08686666666666687
Keys M.,Sconfitto,1.13,6.0,Australian Open,1st Round,1,4,0,1.0,0.8849557522123894,0.1299999999999999
Sconfitto,Keys M.,6.0,1.13,Australian Open,1st Round,0,4,0,0.0,0.16666666666666666,-1.0
Paolini J.,Sconfitto,1.17,5.0,Australian Open,1st Round,1,4,0,0.99,0.8547008547008548,0.15829999999999989
Sconfitto,Paolini J.,5.0,1.17,Australian Open,1st Round,0,4,0,0.024444444444444446,0.2,-0.8777777777777778
Zarazua R.,Sconfitto,2.2,1.67,Australian Open,1st Round,1,4,0,0.7470158730158728,0.45454545454545453,0.6434349206349204
Sconfitto,Zarazua R.,1.67,2.2,Australian Open,1st Round,0,4,0,0.44022619047619055,0.5988023952095809,-0.26482226190476177
Jabeur O.,Sconfitto,1.44,2.75,Australian Open,1st Round,1,4,0,0.6307976190476191,0.6944444444444444,-0.0916514285714285
Sconfitto,Jabeur O.,2.75,1.44,Australian Open,1st Round,0,4,0,0.38913492063492067,0.36363636363636365,0.0701210317460319
Osorio M.,Sconfitto,2.63,1.5,Australian Open,1st Round,1,4,0,0.7092499999999997,0.3802281368821293,0.8653274999999991
Sconfitto,Osorio M.,1.5,2.63,Australian Open,1st Round,0,4,0,0.43763095238095223,0.6666666666666666,-0.3435535714285717
Boulter K.,Sconfitto,1.14,5.5,Australian Open,1st Round,1,4,0,1.0,0.8771929824561404,0.1399999999999999
Sconfitto,Boulter K.,5.5,1.14,Australian Open,1st Round,0,4,0,0.0,0.18181818181818182,-1.0
Kudermetova V.,Sconfitto,1.33,3.4,Australian Open,1st Round,1,4,0,0.8916666666666667,0.7518796992481203,0.18591666666666673
Sconfitto,Kudermetova V.,3.4,1.33,Australian Open,1st Round,0,4,0,0.7651904761904763,0.29411764705882354,1.6016476190476192
Siegemund L.,Sconfitto,13.0,1.04,Australian Open,2nd Round,1,4,1,0.04083333333333333,0.07692307692307693,-0.46916666666666673
Sconfitto,Siegemund L.,1.04,13.0,Australian Open,2nd Round,0,4,1,1.0,0.9615384615384615,0.040000000000000036
Danilovic O.,Sconfitto,3.2,1.36,Australian Open,2nd Round,1,4,1,0.4088293650793651,0.3125,0.30825396825396845
Sconfitto,Danilovic O.,1.36,3.2,Australian Open,2nd Round,0,4,1,0.5080595238095239,0.7352941176470588,-0.30903904761904744
Andreeva M.,Sconfitto,1.03,15.0,Australian Open,2nd Round,1,4,1,1.0,0.970873786407767,0.030000000000000027
Sconfitto,Andreeva M.,15.0,1.03,Australian Open,2nd Round,0,4,1,0.0,0.06666666666666667,-1.0
Sabalenka A.,Sconfitto,1.02,21.0,Australian Open,2nd Round,1,4,1,1.0,0.9803921568627451,0.020000000000000018
Sconfitto,Sabalenka A.,21.0,1.02,Australian Open,2nd Round,0,4,1,0.0,0.047619047619047616,-1.0
Tauson C.,Sconfitto,1.17,5.0,Australian Open,2nd Round,1,4,1,1.0,0.8547008547008548,0.16999999999999993
Sconfitto,Tauson C.,5.0,1.17,Australian Open,2nd Round,0,4,1,0.024444444444444446,0.2,-0.8777777777777778
Frech M.,Sconfitto,1.67,2.2,Australian Open,2nd Round,1,4,1,0.547809523809524,0.5988023952095809,-0.08515809523809503
Sconfitto,Frech M.,2.2,1.67,Australian Open,2nd Round,0,4,1,0.5173333333333332,0.45454545454545453,0.13813333333333322
Pegula J.,Sconfitto,1.25,4.0,Australian Open,2nd Round,1,4,1,0.95,0.8,0.1875
Sconfitto,Pegula J.,4.0,1.25,Australian Open,2nd Round,0,4,1,0.0,0.25,-1.0
Bencic B.,Sconfitto,1.17,5.0,Australian Open,2nd Round,1,4,1,1.0,0.8547008547008548,0.16999999999999993
Sconfitto,Bencic B.,5.0,1.17,Australian Open,2nd Round,0,4,1,0.024444444444444446,0.2,-0.8777777777777778
Osaka N.,Sconfitto,3.2,1.36,Australian Open,2nd Round,1,4,1,0.4088293650793651,0.3125,0.30825396825396845
Sconfitto,Osaka N.,1.36,3.2,Australian Open,2nd Round,0,4,1,0.5080595238095239,0.7352941176470588,-0.30903904761904744
